what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398681728978
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398681730708
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681732076
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681737566
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681739104
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681740574
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398681741879
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681743140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681745725
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681748843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681750429
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1398681751362
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681753852
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681756429
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398681758502
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681760557
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681761764
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681765494
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681767587
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681774134
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681774363
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681774638
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681774879
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681783033
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681783274
