what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691367606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691368071
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691369609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691374305
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691375466
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691375476
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691384989
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691385314
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691385606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691386024
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691387262
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691437094
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691463809
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691465044
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398691471724
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398691472531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691489206
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691489786
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691490084
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691490501
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691492173
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691492970
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691495017
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691497018
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691515012
