what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691743811
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691744072
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691744341
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691744890
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691746484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691758606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691788429
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691791292
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691806980
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691806992
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691807841
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691833176
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691867663
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691873013
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691873695
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691873708
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691884863
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691885534
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691885826
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691885990
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1398691891032
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398691891860
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691892556
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691892878
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691893147
