what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398731722917
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398731726593
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398731727108
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731727412
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731727744
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398731730221
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398731732220
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398731735607
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398731738737
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398731773901
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398731774113
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731774386
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731774925
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398731776091
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398731796042
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398731797421
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398731798261
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731798547
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731798940
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398731800105
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731830349
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731869088
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398731869120
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731882643
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731939056
