what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701794107
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701802032
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701809340
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701809650
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701809922
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701810321
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701811652
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701814458
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701818891
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701820681
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701845695
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701857140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701861261
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701863326
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701863333
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701869436
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701872079
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701873862
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701878313
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701878557
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701878832
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701879183
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701880000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701880017
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701880023
