what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681594077
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681597622
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681624123
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681627195
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681631126
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681636404
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681638631
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681657031
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681657315
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681661386
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681704336
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681712396
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681712607
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681712883
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681713411
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398681715560
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1398681716813
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398681718361
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398681720091
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398681721416
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1398681724119
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681726973
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681727166
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681727447
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681727973
