what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398771178709
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398771188240
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398771189200
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771191361
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771191621
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771191891
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771192411
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771250847
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771251067
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771251337
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771251617
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771255917
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771256157
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771256427
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771256497
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771263778
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771264018
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771264288
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771264748
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398771267369
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398771268159
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398771270199
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771287561
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771287901
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771288181
