what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1398731131010
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1398731131011
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1398731131012
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1398731131013
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1398731131027
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1398731131104
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731150991
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731185284
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1398731290392
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398731291583
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1398731296348
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398731297530
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731380573
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731417245
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731418875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731472717
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398731520457
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1398731521218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731521571
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731524058
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1398731535690
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1398731536296
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398731537110
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731537394
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398731537413
