what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681783544
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681784070
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398681785972
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398681790262
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681794333
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681794554
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681794826
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681795264
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398681796380
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681797019
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681799345
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681801657
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681812809
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398681813716
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681821446
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681831775
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398681881929
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681885144
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681887012
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681887304
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681887462
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398681892359
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398681892563
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681892834
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398681893312
