what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398769740564
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398769742929
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398769743283
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769743565
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769743775
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398769746900
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398769747154
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769747443
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769748003
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398769749048
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398769749931
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769757004
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769758110
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398769762855
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398769765043
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398769773113
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769780022
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769813435
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769848456
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769877904
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769968813
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969304
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969337
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969369
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969402
