what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1398769443780
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1398769443780
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1398769443780
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1398769443780
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1398769443781
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1398769443782
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769476269
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769479387
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1398769480126
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1398769481608
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1398769481650
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398769482525
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398769484818
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398769489566
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398769492162
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769494923
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769505946
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769510415
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769514016
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398769514610
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769515567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398769516847
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398769517816
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398769586085
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398769737097
