what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398732105978
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732106253
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732106661
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398732108109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732135521
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732138188
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398732138219
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732140649
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732188900
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398732191669
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398732191892
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732192177
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732192698
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732194550
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732245948
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732250165
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732277309
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398732301943
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398732302199
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732302483
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732303069
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398732304273
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732306208
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398732332305
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398732333002
