what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398679862731
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398679862952
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679863223
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679863744
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398679892377
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398679892662
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679892929
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679893327
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398679900218
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398679900502
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679900770
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679901163
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679901789
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679901812
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1398679901844
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1398679901864
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398679903223
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398679910260
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1398679913142
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398679914091
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679918597
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679941315
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398679944974
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398679945188
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679945469
