what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1398680750657
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398680752322
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398680762485
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398680763225
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680763510
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680763887
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680765405
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680781947
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398680788274
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398680788519
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680788798
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680789270
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680792652
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680808733
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1398680808977
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1398680809419
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1398680810070
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680812170
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680816491
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680820455
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680928663
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1398680930185
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398680930590
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680936022
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680941085
