what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683588299
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683599409
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683603640
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398683604543
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683653068
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683706105
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683708729
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683709009
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683709284
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683709683
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683712743
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683712977
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683713244
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683713698
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398683714704
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683730842
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683742133
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683743085
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683798889
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398683799625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683814462
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683817536
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683824982
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683827022
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683835853
