what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683270363
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683270607
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683270894
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683271318
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398683274086
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398683277309
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398683299424
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398683300586
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683304073
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683304429
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683304714
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683305085
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398683306847
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398683308614
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683315560
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683316132
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1398683316146
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683317225
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683318458
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1398683318470
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683319570
executed,command,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.edit.text.c.format,1398683321373
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683335932
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683336219
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683336497
