what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679945926
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398679947820
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679951891
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679977870
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679979500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679982534
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398679983580
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398679985737
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398679985982
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679986261
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679986690
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398679988744
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398679989756
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680011795
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680014234
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398680019037
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398680019306
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680019581
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680019991
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680021531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680028225
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680032850
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680034425
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680048103
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680050096
