what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398684877739
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398684878127
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684878429
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684878812
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398684881499
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398684884012
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398684907959
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684920650
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398685113235
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398685114175
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398685117652
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398685117881
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398687975610
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398687977920
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398688158152
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398688158777
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398688162150
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398689865366
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398689866523
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398689867045
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398689872812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398690548448
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398690549485
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398690558094
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398690564956
