what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683838278
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683846548
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683897247
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683937404
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683937647
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683937928
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683938355
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398683940243
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398683948655
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398683957367
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398683957629
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683957905
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683958334
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398683959825
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398683962403
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684034416
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398684035138
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684042200
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684044537
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398684047414
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398684047719
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684048002
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684048458
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398684049699
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684051822
