what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691893640
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691896050
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691911787
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691923256
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691924539
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691924827
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691925257
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691926511
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691928074
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691931561
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691931803
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691932095
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691932573
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691934024
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691935905
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691949346
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398691952058
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691952409
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691991983
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691991993
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691994621
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691995407
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691995883
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692005726
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692033652
