what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702327703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398702338990
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398702339209
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702339508
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702339551
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398702368244
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398702368535
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398702370071
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702371222
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702401309
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702413594
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702416315
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398702426403
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398702428528
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398702429863
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398702430114
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702430384
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702430448
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398702431935
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398702432194
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702432497
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398702433054
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398702436711
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398702437824
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398702458676
