what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701476730
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701476974
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701477255
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701477834
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701479577
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701500212
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701504644
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701506914
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701513827
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701539633
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701545866
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701547993
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701549204
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398701550857
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398701551586
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701552540
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701552540
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701552852
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701553227
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398701564844
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398701565348
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398701565381
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398701565413
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398701565442
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398701565474
