what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969433
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969466
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769969880
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769970024
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1398769970201
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398769974482
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398769978459
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398770115002
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398770115667
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770115966
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770116144
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1398770123303
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398770125007
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398770125201
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770125483
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770126103
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398770146061
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398770146384
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770146661
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770147150
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398770171135
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398770171406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770171671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398770172182
