what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680303810
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398680307028
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398680307200
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680307469
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680307975
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680309301
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680313206
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680321415
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680363918
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398680369266
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398680378311
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398680378653
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680378942
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680379304
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680382790
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680394255
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398680400484
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398680400808
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680401090
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680401515
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680402514
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680419992
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398680427951
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398680437893
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398680441904
