what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684153717
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398684155029
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398684164331
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398684178225
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398684179227
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684186560
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684212694
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684222620
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684231139
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398684236813
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684238243
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684240083
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398684240361
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684247553
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684249562
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398684259255
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398684259840
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684261032
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684261920
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398684270317
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684270912
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684283808
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398684314267
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684315940
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398684324509
