what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692184731
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398692186341
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692191816
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692195947
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692197599
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692211880
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692215758
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692253628
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692258602
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692274028
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398692274039
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398692282063
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398692283714
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692293688
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692303009
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398692305038
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692313216
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692377340
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692387019
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692505164
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398692505174
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692506682
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398692582038
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398692590712
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398692593666
