what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691515881
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691516172
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691516351
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691517703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691519556
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691519831
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691520101
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691520587
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691526116
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691526359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691526633
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691527143
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691528492
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691529184
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691568081
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691578951
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691612826
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691630983
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691634400
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398691671300
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398691675797
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398691715642
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398691716246
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691716576
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398691716988
