what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771408953
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771409263
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771409533
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771409953
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398771411503
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398771425405
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771430155
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771430975
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771431265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771431605
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398771432695
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398771435805
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771438446
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771438786
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771439066
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771439366
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398771440666
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398771448207
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398771460368
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398771462728
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398771464028
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398771464428
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771464728
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398771465088
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398771466048
