what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701608264
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701609429
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701609650
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701609943
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701610412
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701611726
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701619689
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701629585
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701630160
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701666494
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701674700
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701681035
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701688869
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1398701775332
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1398701779402
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701779727
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701780067
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701780351
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701780512
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1398701783443
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1398701783763
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701784040
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1398701784538
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1398701786599
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1398701788666
